customer_id,age,gender,tenure_months,monthly_spend,calls,sms,complaints,region,churn
C002496,69,M,1,17.29,6,25,1,west,1
C002497,43,M,76,51.92,13,14,0,east,0
C002498,39,M,17,21.34,7,22,0,west,0
C002499,56,M,16,28.85,9,23,0,north,0
C002500,19,F,21,28.11,12,24,0,west,0
C002501,55,M,13,23.77,13,24,0,south,0
C002502,56,M,0,33.49,8,22,1,north,1
C002503,43,M,18,44.38,8,17,0,north,0
C002504,63,F,25,16.4,8,19,0,south,0
C002505,75,M,10,28.28,9,15,0,south,0
C002506,67,F,28,26.23,11,21,1,north,0
C002507,32,M,5,20.02,7,22,0,south,1
C002508,51,M,5,25.59,8,25,0,south,0
C002509,59,M,3,19.37,5,21,1,west,1
C002510,72,F,9,26.8,5,23,0,north,0
C002511,61,M,37,45.23,12,19,0,south,0
C002512,66,M,35,40.45,14,14,0,south,0
C002513,57,M,9,18.03,8,21,0,north,0
C002514,28,F,17,22.21,6,31,0,west,0
C002515,78,M,25,18.1,11,25,0,south,0
C002516,20,M,5,13.96,12,16,0,west,0
C002517,76,M,3,41.12,15,15,0,west,0
C002518,23,M,71,47.58,7,20,0,west,0
C002519,26,F,19,17.57,10,15,0,east,0
C002520,23,F,79,62.7,8,24,0,north,0
C002521,26,M,8,22.9,5,17,0,east,0
C002522,56,M,24,30.04,10,17,0,north,0
C002523,48,M,5,36.59,14,18,0,west,1
C002524,49,M,6,28.49,10,24,0,west,0
C002525,58,M,14,21.7,7,22,0,west,0
C002526,67,F,7,19.26,13,22,0,west,0
C002527,29,F,3,16.47,7,31,0,west,0
C002528,25,F,6,31.75,9,13,0,east,0
C002529,25,F,0,16.92,5,22,0,west,1
C002530,67,F,24,14.07,9,18,0,west,0
C002531,45,F,13,26.02,16,21,0,west,0
C002532,79,M,1,5.13,14,17,0,east,0
C002533,37,F,3,43.34,9,21,1,south,0
C002534,79,M,2,11.34,5,26,1,north,1
C002535,64,M,18,27.38,8,11,0,north,0
C002536,76,F,1,23.08,13,22,0,south,0
C002537,24,M,28,31.11,6,20,0,south,0
C002538,28,M,0,17.1,10,18,0,east,1
C002539,37,F,5,26.72,10,25,0,north,0
C002540,33,M,44,57.26,12,12,0,south,0
C002541,21,M,25,40.18,7,16,0,south,0
C002542,23,F,1,35.29,9,14,0,east,0
C002543,75,F,34,26.53,6,15,0,east,0
C002544,39,M,13,29.67,8,25,0,west,0
C002545,43,M,37,40.05,11,24,0,south,0
C002546,20,M,18,32.51,3,27,0,east,0
C002547,58,F,22,44.76,14,14,0,north,0
C002548,77,F,100,67.79,18,17,0,east,0
C002549,59,M,5,18.44,8,20,0,north,1
C002550,31,M,19,34.84,12,19,0,west,0
C002551,28,M,12,8.22,11,18,0,south,0
C002552,35,F,0,17.63,12,18,0,south,0
C002553,71,M,0,18.66,13,20,0,east,0
C002554,29,F,2,11.8,9,22,0,west,0
C002555,40,M,20,40.57,11,12,0,south,0
C002556,29,F,16,17.38,9,18,0,east,0
C002557,30,F,16,26.64,8,17,0,east,0
C002558,42,F,0,22.93,6,27,0,east,0
C002559,62,M,12,39.53,9,14,0,east,0
C002560,68,F,51,45.39,7,20,0,north,0
C002561,75,F,10,34.36,8,19,0,west,0
C002562,36,M,19,36.51,3,24,0,north,0
C002563,72,F,30,36.23,11,19,0,south,0
C002564,63,F,30,24.1,8,15,0,west,1
C002565,53,F,14,12.65,6,15,0,east,0
C002566,62,F,39,40.57,10,17,0,south,0
C002567,25,M,9,19.07,8,15,0,east,0
C002568,46,M,43,50.69,7,24,0,south,0
C002569,72,M,5,29.96,11,23,0,west,0
C002570,70,F,6,21.15,11,16,0,west,0
C002571,72,F,1,8.92,6,23,0,north,1
C002572,49,F,31,40.61,4,20,0,west,0
C002573,68,M,10,14.82,11,15,0,south,0
C002574,61,M,5,14.92,20,21,0,west,0
C002575,35,F,5,12.71,15,27,0,west,0
C002576,23,M,46,41.61,16,17,0,west,0
C002577,35,M,35,49.2,13,26,0,east,0
C002578,36,F,16,27.95,14,23,0,east,0
C002579,39,M,19,25.07,9,20,0,west,0
C002580,54,M,12,10.74,13,20,0,south,0
C002581,49,M,9,30.02,9,24,0,west,0
C002582,73,M,49,36.7,13,25,0,south,0
C002583,58,F,2,22.18,9,20,0,west,0
C002584,76,M,10,21.46,7,18,0,east,0
C002585,20,M,8,32.38,14,16,0,south,0
C002586,45,M,13,24.93,13,20,0,north,0
C002587,27,F,12,25.41,11,22,0,east,0
C002588,68,M,14,31.86,12,16,0,east,0
C002589,52,F,3,42.57,6,24,0,west,0
C002590,78,M,14,35.88,13,20,0,north,0
C002591,46,M,5,21.61,14,20,0,south,0
C002592,71,M,4,22.03,9,24,0,north,0
C002593,32,F,1,15.25,8,12,1,west,0
C002594,50,F,28,24.5,12,18,0,east,0
C002595,24,M,11,19.97,7,24,1,north,1
C002596,29,M,19,21.78,13,21,0,south,0
C002597,66,F,26,39.53,10,21,0,south,0
C002598,47,M,22,20.29,10,16,0,east,0
C002599,38,F,12,39.33,8,24,0,west,0
C002600,48,M,9,32.02,14,24,0,east,0
C002601,75,F,9,24.71,12,22,0,north,0
C002602,78,F,20,30.0,13,20,0,west,0
C002603,41,F,13,20.93,8,13,1,south,1
C002604,37,F,37,41.2,12,24,0,west,0
C002605,54,M,41,51.38,11,19,0,west,0
C002606,21,F,3,14.47,7,27,0,north,0
C002607,45,M,2,5.67,8,22,0,east,0
C002608,61,M,19,36.53,10,20,0,north,0
C002609,79,F,7,26.74,16,15,0,south,0
C002610,37,F,0,8.8,9,20,0,east,0
C002611,77,F,43,34.17,13,28,0,west,0
C002612,41,M,5,13.91,12,17,0,north,1
C002613,67,F,52,38.75,14,28,0,west,0
C002614,66,F,25,29.26,16,19,0,north,0
C002615,68,M,28,31.33,10,20,0,south,1
C002616,49,M,4,15.49,11,19,0,south,0
C002617,58,M,5,14.92,20,23,0,north,0
C002618,53,M,14,24.71,7,14,0,south,0
C002619,75,F,3,23.18,10,10,1,west,1
C002620,70,F,7,20.34,9,22,0,east,0
C002621,51,F,7,35.09,10,15,0,north,0
C002622,53,F,3,26.58,9,19,0,west,1
C002623,19,M,4,6.09,15,16,0,north,1
C002624,32,F,31,40.74,7,20,0,east,0
C002625,51,M,3,27.56,7,28,0,south,0
C002626,53,F,0,15.65,12,16,0,east,0
C002627,23,M,19,14.55,13,20,0,east,0
C002628,56,F,74,57.08,10,25,0,north,0
C002629,59,M,8,23.92,11,23,0,east,0
C002630,68,M,2,9.78,12,19,0,south,1
C002631,68,F,16,13.49,10,23,0,north,0
C002632,75,M,47,42.62,8,16,0,south,0
C002633,71,F,30,32.67,6,25,0,east,0
C002634,78,M,19,25.33,10,19,0,east,0
C002635,29,F,7,22.67,9,12,0,south,0
C002636,20,M,15,16.47,2,23,0,north,0
C002637,62,M,1,16.15,8,18,1,east,0
C002638,35,M,22,36.33,14,24,0,west,0
C002639,57,M,25,29.0,11,20,0,east,0
C002640,38,M,67,36.78,10,17,0,east,0
C002641,32,M,6,18.27,11,14,1,west,0
C002642,50,M,0,9.3,7,18,1,north,1
C002643,52,M,15,30.17,11,17,0,north,0
C002644,43,F,24,35.19,9,22,0,east,0
C002645,25,F,31,18.91,7,24,1,west,0
C002646,53,M,4,29.59,11,16,0,north,0
C002647,65,F,6,11.88,9,25,0,west,0
C002648,47,F,14,42.59,7,28,0,west,0
C002649,40,M,8,23.51,6,21,1,west,1
C002650,59,F,39,27.04,12,21,0,west,0
C002651,61,M,12,14.58,7,18,0,south,0
C002652,31,M,32,39.48,10,14,0,east,0
C002653,31,M,17,24.59,9,20,0,south,0
C002654,19,F,29,33.53,12,22,1,west,0
C002655,72,F,8,40.13,6,22,0,north,0
C002656,54,M,35,30.51,8,17,0,north,0
C002657,22,M,6,23.6,8,23,0,south,0
C002658,55,F,15,41.7,9,25,0,west,0
C002659,62,M,4,24.71,9,21,0,west,1
C002660,58,M,12,9.93,8,20,0,north,0
C002661,79,F,7,28.55,9,15,0,east,0
C002662,71,F,6,11.37,8,18,0,south,1
C002663,77,F,68,68.07,14,18,1,south,0
C002664,78,F,3,13.27,9,22,0,east,0
C002665,64,F,30,64.7,5,20,0,west,0
C002666,31,M,82,75.67,17,20,0,north,0
C002667,73,M,0,12.03,4,18,0,south,0
C002668,56,M,24,32.2,10,21,0,south,0
C002669,42,F,5,30.04,9,16,0,west,0
C002670,37,F,0,27.84,9,18,1,east,0
C002671,19,M,10,29.42,6,21,0,north,0
C002672,56,F,54,59.52,12,18,1,west,0
C002673,23,M,0,18.77,10,22,1,south,1
C002674,34,M,17,24.83,11,22,0,north,0
C002675,76,M,13,23.03,6,22,0,west,0
C002676,42,M,41,49.08,7,14,0,south,0
C002677,74,F,1,24.15,9,13,1,north,0
C002678,45,M,22,33.91,10,20,0,west,1
C002679,19,F,22,38.95,10,34,0,south,0
C002680,52,F,22,10.49,7,25,0,north,0
C002681,54,M,57,51.6,8,27,0,north,0
C002682,22,F,34,39.19,8,24,0,south,0
C002683,18,M,0,36.69,7,12,1,north,1
C002684,57,M,12,10.71,9,27,0,north,0
C002685,29,M,10,40.57,10,24,0,east,0
C002686,73,F,7,24.25,7,17,0,east,1
C002687,53,M,12,30.89,11,18,0,east,0
C002688,62,M,9,41.26,7,18,0,west,0
C002689,40,M,11,31.11,4,23,0,west,0
C002690,64,M,77,62.5,10,21,0,east,0
C002691,48,F,1,22.92,17,22,0,north,1
C002692,28,M,51,40.67,5,22,0,south,0
C002693,27,M,13,26.22,12,21,0,west,0
C002694,20,M,19,22.34,9,21,0,south,0
C002695,71,M,35,37.05,12,15,1,east,0
C002696,31,F,8,0.64,13,23,0,south,0
C002697,33,M,11,29.79,8,19,0,south,0
C002698,27,F,10,23.78,10,20,0,north,0
C002699,46,M,9,21.14,9,18,0,north,0
C002700,27,M,51,47.7,8,18,0,south,0
C002701,29,F,35,23.16,10,19,0,north,1
C002702,47,M,2,40.29,10,19,1,east,1
C002703,58,F,2,19.97,11,22,1,east,1
C002704,18,F,11,24.04,9,17,0,south,1
C002705,22,M,2,11.35,4,29,0,west,0
C002706,37,M,19,29.74,6,12,0,south,0
C002707,25,F,3,35.37,7,20,0,west,0
C002708,60,M,14,37.36,11,17,0,west,0
C002709,29,M,0,28.54,10,24,0,west,1
C002710,18,M,7,28.96,6,25,0,east,0
C002711,74,M,22,27.41,7,11,0,south,0
C002712,71,F,13,12.0,11,17,0,west,0
C002713,37,M,76,55.99,8,13,1,south,0
C002714,45,M,41,38.14,13,25,0,north,0
C002715,74,F,8,34.49,5,26,0,north,0
C002716,60,M,0,23.09,11,18,0,west,0
C002717,54,M,37,54.62,12,21,0,east,1
C002718,64,F,48,55.97,9,20,0,east,0
C002719,54,M,34,32.44,8,17,0,west,0
C002720,29,F,2,3.05,7,21,0,east,1
C002721,54,F,123,95.36,8,18,0,east,0
C002722,66,M,5,36.09,7,23,0,west,0
C002723,66,M,25,18.84,6,18,0,east,0
C002724,73,M,47,58.59,13,20,0,north,0
C002725,61,M,5,26.32,10,10,0,south,0
C002726,73,F,47,45.11,12,28,0,west,0
C002727,45,F,7,39.65,8,16,0,east,0
C002728,64,M,74,70.45,16,23,0,east,0
C002729,32,F,6,29.51,9,30,0,west,0
C002730,23,F,61,55.23,5,27,0,north,0
C002731,61,F,1,26.66,7,18,0,north,1
C002732,76,M,24,28.0,9,14,0,north,1
C002733,78,M,15,26.95,12,28,0,north,0
C002734,37,M,12,16.98,11,28,0,south,0
C002735,67,F,5,19.17,11,19,0,west,0
C002736,31,M,24,28.33,12,16,0,south,0
C002737,19,F,4,15.65,12,13,0,north,0
C002738,26,M,16,29.37,11,21,0,north,0
C002739,54,M,5,19.26,14,23,0,west,0
C002740,37,M,62,56.02,11,17,0,east,0
C002741,43,F,0,3.78,11,22,0,west,0
C002742,46,M,4,20.87,15,16,0,south,1
C002743,18,F,5,23.82,7,19,0,east,1
C002744,72,M,10,21.89,12,22,0,north,0
C002745,52,M,5,20.78,11,21,0,west,1
C002746,23,M,13,10.65,11,28,0,east,1
C002747,54,M,41,44.06,13,19,0,west,0
C002748,70,M,24,38.48,8,20,0,north,0
C002749,76,M,17,33.44,13,20,0,south,0
C002750,22,M,1,30.89,9,26,0,east,0
C002751,50,M,23,33.52,10,14,0,east,0
C002752,66,F,3,26.29,13,14,0,east,1
C002753,68,F,30,36.56,12,13,0,south,0
C002754,31,M,5,29.38,8,17,0,south,0
C002755,29,F,10,9.23,11,16,0,east,0
C002756,59,F,8,15.06,13,19,0,east,0
C002757,37,M,39,55.37,17,15,0,east,0
C002758,70,F,2,-3.6,8,21,1,north,1
C002759,67,F,16,26.6,5,19,0,west,0
C002760,41,M,3,33.22,13,17,0,north,0
C002761,76,M,24,31.07,7,15,0,north,0
C002762,60,F,47,39.45,11,15,0,south,0
C002763,79,M,11,26.79,8,26,0,east,0
C002764,51,M,13,22.97,10,23,0,north,0
C002765,42,M,52,46.31,8,25,0,east,0
C002766,67,M,14,20.17,4,25,0,south,1
C002767,46,F,13,37.59,8,18,0,north,0
C002768,74,F,17,42.73,10,30,1,east,0
C002769,56,F,23,30.17,13,24,0,south,0
C002770,48,M,2,7.14,16,18,1,south,1
C002771,73,M,34,31.76,10,21,0,north,0
C002772,64,M,11,23.66,8,20,0,south,0
C002773,60,M,1,25.56,8,20,0,west,0
C002774,67,M,30,24.92,13,19,0,south,1
C002775,40,F,9,16.81,12,22,0,north,0
C002776,61,F,2,26.11,11,24,0,east,0
C002777,55,M,20,39.39,11,21,0,west,0
C002778,37,F,42,34.78,12,14,0,south,0
C002779,40,M,43,28.17,9,24,0,east,0
C002780,79,M,63,84.34,6,17,0,east,0
C002781,62,F,40,47.83,8,10,0,east,0
C002782,69,M,0,17.33,11,24,1,north,1
C002783,33,F,9,33.19,6,21,0,south,0
C002784,67,F,34,35.76,8,16,0,west,0
C002785,59,M,9,33.17,14,20,1,north,1
C002786,77,F,18,30.59,8,13,0,east,0
C002787,72,M,18,29.91,7,24,0,south,0
C002788,25,M,9,23.36,10,13,0,east,0
C002789,67,M,46,28.53,8,21,0,west,1
C002790,38,M,13,45.88,10,22,0,east,0
C002791,18,F,12,16.58,14,20,0,north,0
C002792,72,M,119,65.9,9,20,0,north,0
C002793,25,F,13,24.37,15,17,0,west,0
C002794,46,F,3,11.89,7,18,1,west,0
C002795,49,M,14,26.48,16,18,0,south,1
C002796,55,F,33,43.38,11,25,0,south,1
C002797,22,M,29,44.45,9,36,0,east,0
C002798,64,M,31,43.65,17,12,0,east,0
C002799,39,M,24,28.94,6,16,0,west,0
C002800,64,M,5,23.0,9,25,0,west,0
C002801,51,M,39,43.58,9,23,0,west,0
C002802,18,F,44,24.42,13,20,0,east,0
C002803,72,M,4,27.71,8,23,0,north,0
C002804,72,M,2,6.43,14,19,0,west,0
C002805,43,F,74,77.4,8,25,0,west,0
C002806,60,F,40,35.95,4,15,0,south,1
C002807,27,F,44,40.15,9,28,0,north,0
C002808,47,M,43,33.8,6,25,0,north,0
C002809,67,F,15,21.2,22,22,0,east,0
C002810,35,F,20,52.74,7,20,0,west,0
C002811,34,F,15,36.9,10,11,0,east,0
C002812,43,F,1,5.01,7,16,0,east,1
C002813,25,M,27,48.54,9,19,0,north,0
C002814,64,M,14,38.93,18,12,0,east,0
C002815,57,M,20,27.19,9,23,0,west,0
C002816,66,M,13,29.57,12,22,0,north,0
C002817,29,F,13,26.35,8,17,0,north,0
C002818,44,M,3,41.23,11,24,0,west,1
C002819,25,F,6,15.04,10,21,0,north,0
C002820,42,F,3,22.96,10,17,1,south,1
C002821,63,M,4,17.72,10,22,0,west,0
C002822,21,M,72,41.67,11,23,0,north,0
C002823,50,F,3,43.42,11,14,0,east,1
C002824,18,F,6,11.18,11,17,0,east,0
C002825,36,M,17,30.7,9,22,0,west,0
C002826,48,M,18,11.59,9,21,0,west,0
C002827,33,M,3,17.51,8,18,0,west,0
C002828,31,F,31,39.72,7,22,0,south,0
C002829,70,M,30,26.75,13,12,0,east,0
C002830,65,F,5,28.37,5,20,0,east,0
C002831,22,M,6,20.31,9,15,0,west,0
C002832,58,M,55,59.1,8,21,0,east,0
C002833,43,M,34,50.62,14,18,0,south,0
C002834,79,M,23,25.63,13,21,0,north,0
C002835,45,M,1,21.27,11,15,0,south,1
C002836,19,M,10,26.83,15,19,0,west,0
C002837,67,M,16,34.19,8,16,0,south,0
C002838,23,M,4,22.14,11,19,0,east,0
C002839,26,M,11,27.4,9,25,0,east,0
C002840,50,F,18,26.57,16,24,0,south,0
C002841,58,M,7,24.65,12,21,0,west,0
C002842,42,M,30,47.98,5,15,0,west,0
C002843,65,F,36,44.46,6,21,0,north,0
C002844,30,F,7,30.51,10,15,0,south,0
C002845,26,M,36,45.23,7,23,0,north,0
C002846,70,F,2,19.46,8,13,0,east,0
C002847,30,F,36,41.19,14,19,0,south,0
C002848,48,F,3,10.65,9,22,0,north,0
C002849,58,M,1,33.19,12,22,0,south,0
C002850,28,F,20,2.17,10,23,0,south,0
C002851,21,M,12,25.13,5,20,0,east,1
C002852,51,F,47,54.91,11,26,0,north,0
C002853,78,F,9,10.86,18,19,0,north,0
C002854,55,M,6,27.0,10,18,1,north,0
C002855,63,F,13,19.69,10,20,0,north,0
C002856,21,M,12,22.31,14,22,0,north,0
C002857,55,F,8,33.46,9,15,0,east,0
C002858,36,M,23,33.48,9,18,0,south,0
C002859,23,M,28,13.66,9,14,0,east,0
C002860,51,M,38,29.24,14,17,0,south,0
C002861,35,F,72,65.75,10,20,0,north,0
C002862,30,M,6,27.49,8,21,0,east,0
C002863,58,M,25,49.98,8,23,0,west,0
C002864,40,M,10,41.83,6,23,0,south,0
C002865,36,F,22,27.58,15,16,0,south,0
C002866,62,M,12,51.03,11,26,1,south,0
C002867,28,M,101,70.74,6,22,0,north,0
C002868,18,M,26,23.37,6,18,1,east,1
C002869,41,M,60,43.66,10,24,0,south,0
C002870,79,M,36,15.43,9,14,0,north,0
C002871,71,M,46,59.07,7,26,0,east,0
C002872,24,F,33,52.45,12,20,0,west,0
C002873,42,M,12,15.84,15,21,0,south,1
C002874,38,M,5,20.22,10,19,0,north,0
C002875,32,M,9,25.46,14,20,0,south,0
C002876,18,F,0,10.4,13,18,1,north,1
C002877,29,F,14,9.45,12,18,0,west,0
C002878,75,F,14,24.9,7,27,0,east,0
C002879,24,M,14,23.79,10,28,0,south,1
C002880,32,M,73,52.62,13,19,0,west,0
C002881,38,M,48,46.23,10,18,0,west,0
C002882,36,M,3,35.8,13,19,0,west,0
C002883,77,M,9,21.47,15,18,0,north,0
C002884,46,F,11,27.2,13,18,0,north,1
C002885,42,F,8,31.27,12,25,0,north,0
C002886,50,F,32,41.54,8,16,0,east,0
C002887,66,M,14,20.86,14,23,0,west,0
C002888,49,F,16,28.96,15,16,0,north,0
C002889,66,M,38,44.48,15,22,0,south,0
C002890,52,M,32,24.72,12,16,0,east,0
C002891,61,F,2,33.64,10,23,1,south,0
C002892,55,M,25,46.82,15,21,0,north,0
C002893,43,M,11,18.27,16,18,1,west,1
C002894,28,M,6,24.94,13,20,0,north,0
C002895,52,F,1,26.92,11,18,0,south,0
C002896,25,F,13,21.04,8,18,0,south,0
C002897,63,M,8,28.82,12,21,1,east,0
C002898,31,F,5,24.13,10,17,1,north,1
C002899,27,M,23,16.82,12,16,0,west,0
C002900,19,M,29,39.09,13,14,0,east,0
C002901,63,F,5,11.5,14,26,0,north,1
C002902,26,F,1,29.89,14,20,1,west,1
C002903,20,F,37,31.79,9,14,0,south,0
C002904,38,M,0,18.39,14,21,1,west,1
C002905,43,F,55,61.22,8,19,0,east,0
C002906,25,F,19,34.46,11,17,0,north,0
C002907,65,F,7,12.71,12,32,0,south,0
C002908,19,M,5,12.35,9,21,0,east,1
C002909,23,F,0,14.01,10,24,0,east,1
C002910,45,F,5,26.45,5,24,0,east,0
C002911,70,M,2,24.58,8,18,1,south,1
C002912,46,M,18,20.57,12,26,0,east,0
C002913,43,M,3,9.83,12,20,0,north,0
C002914,42,F,15,30.32,12,20,0,south,0
C002915,29,F,17,26.68,14,15,0,east,0
C002916,22,F,7,45.07,11,14,1,south,0
C002917,51,F,0,20.37,9,20,0,north,0
C002918,65,M,0,38.14,10,20,0,east,1
C002919,54,M,0,8.3,17,15,0,south,0
C002920,32,M,26,17.27,19,19,0,south,0
C002921,61,M,7,12.3,12,14,0,west,0
C002922,53,M,31,47.39,13,8,0,north,0
C002923,32,M,11,43.06,5,24,0,north,1
C002924,60,M,12,18.18,8,11,0,west,0
C002925,65,M,14,22.39,11,19,0,south,0
C002926,40,M,24,20.31,10,23,0,east,0
C002927,23,M,6,4.88,11,30,0,east,0
C002928,63,M,2,28.18,14,19,0,south,0
C002929,67,F,16,30.23,6,21,0,north,0
C002930,61,F,7,23.6,4,16,0,west,1
C002931,76,F,11,11.5,7,21,0,east,0
C002932,60,M,20,46.4,11,20,0,east,0
C002933,62,F,13,21.47,8,22,0,north,1
C002934,38,F,19,34.84,9,14,0,north,0
C002935,40,F,15,12.95,10,22,0,north,0
C002936,60,M,26,31.09,7,24,0,west,1
C002937,72,F,24,34.91,6,18,0,south,0
C002938,33,F,15,30.77,9,25,0,west,0
C002939,64,F,22,32.55,6,27,0,south,0
C002940,70,F,41,45.45,13,30,0,west,0
C002941,77,M,11,14.19,9,28,0,south,0
C002942,32,M,10,26.97,11,13,0,north,0
C002943,42,M,28,35.14,10,25,0,south,0
C002944,53,F,17,30.82,11,19,0,north,0
C002945,28,M,1,21.22,9,20,0,west,1
C002946,68,M,44,29.27,12,22,0,south,0
C002947,32,M,0,6.82,10,13,1,south,1
C002948,21,M,27,11.36,10,26,0,east,0
C002949,38,M,28,42.18,8,18,0,north,0
C002950,30,F,61,58.78,9,25,0,east,0
C002951,39,F,1,28.94,8,14,0,west,0
C002952,36,M,18,32.07,12,17,0,west,0
C002953,51,M,11,4.17,11,18,0,north,0
C002954,31,M,8,13.73,13,23,0,west,0
C002955,78,F,1,22.2,11,21,0,west,0
C002956,21,M,16,29.36,8,18,0,south,0
C002957,65,M,13,24.27,6,28,1,south,0
C002958,70,M,2,24.69,11,23,1,south,1
C002959,69,F,18,29.12,8,23,0,north,0
C002960,63,F,26,34.21,16,16,0,north,0
C002961,44,F,29,28.11,6,16,0,south,0
C002962,46,F,47,53.32,10,20,0,west,0
C002963,64,M,10,20.69,8,21,0,east,0
C002964,45,M,61,37.19,11,25,0,south,0
C002965,52,M,40,32.29,12,19,0,south,0
C002966,25,M,7,20.02,11,21,0,west,0
C002967,33,M,3,31.44,8,18,0,west,0
C002968,59,M,11,25.08,6,24,0,south,0
C002969,53,M,10,23.14,12,17,0,south,0
C002970,47,F,17,16.01,5,19,0,east,0
C002971,35,F,17,36.35,6,31,0,east,0
C002972,19,F,27,26.98,10,20,0,west,0
C002973,66,F,14,26.0,6,19,0,east,0
C002974,30,M,2,35.8,4,23,0,west,1
C002975,21,F,39,44.59,11,16,0,north,0
C002976,43,M,7,7.22,13,21,1,south,0
C002977,42,F,71,37.8,13,22,0,north,0
C002978,47,M,2,20.36,11,17,0,south,1
C002979,28,F,63,39.37,7,28,0,east,1
C002980,24,M,1,26.99,8,28,0,south,0
C002981,48,M,5,22.92,15,14,0,west,1
C002982,61,F,0,21.65,13,16,0,west,1
C002983,27,M,24,24.93,6,28,0,east,0
C002984,56,F,37,55.91,9,18,0,west,0
C002985,30,F,11,53.93,13,17,0,south,0
C002986,48,F,52,43.21,6,19,0,south,0
C002987,24,F,17,32.03,7,23,0,east,0
C002988,73,F,19,30.47,15,17,0,south,0
C002989,66,M,37,35.9,12,19,1,east,0
C002990,59,F,7,15.18,8,19,0,east,0
C002991,78,F,8,13.15,10,21,0,west,0
C002992,59,F,47,32.14,9,28,0,west,0
C002993,73,M,46,47.05,7,21,0,south,0
C002994,53,F,75,52.3,13,20,0,west,0
C002995,37,F,46,17.22,8,20,0,east,0
C002996,21,F,2,25.45,13,23,0,north,0
C002997,71,M,34,36.62,7,30,0,west,0
C002998,24,M,10,38.47,12,34,0,west,0
C002999,71,M,93,70.23,11,25,0,north,0
C003000,18,F,12,11.21,9,16,0,south,0
C003001,61,F,16,5.7,11,15,0,east,0
C003002,73,M,15,20.31,11,19,0,north,0
C003003,62,M,7,17.25,11,18,0,north,0
C003004,59,M,1,29.93,6,10,0,east,0
C003005,64,M,45,42.41,11,24,0,north,0
C003006,76,F,32,47.34,11,17,0,north,0
C003007,30,F,3,8.25,7,20,0,west,0
C003008,72,M,29,44.15,10,18,1,south,0
C003009,39,M,19,36.71,10,23,0,south,0
C003010,71,M,10,4.82,9,17,0,west,1
C003011,38,F,5,35.73,2,14,0,west,0
C003012,39,M,39,40.43,5,24,0,east,0
C003013,45,M,24,35.92,8,24,0,east,0
C003014,26,M,15,18.85,12,27,0,north,0
C003015,43,F,18,41.75,7,26,0,south,0
C003016,26,F,1,8.64,8,13,0,east,0
C003017,32,F,12,34.32,8,15,0,north,0
C003018,27,M,4,30.21,11,30,0,south,1
C003019,41,M,4,12.26,10,21,0,east,0
C003020,75,M,21,50.33,10,22,0,south,0
C003021,74,F,48,46.32,13,20,0,north,0
C003022,78,M,10,31.54,8,17,0,west,0
C003023,59,F,4,6.73,10,27,0,north,1
C003024,25,F,20,51.18,9,14,0,west,0
C003025,41,F,40,27.75,8,21,0,west,0
C003026,33,M,27,43.75,14,21,0,north,0
C003027,66,M,40,30.05,11,12,0,west,0
C003028,43,M,15,21.31,5,20,0,south,0
C003029,44,F,27,41.39,10,17,0,east,0
C003030,54,F,3,31.78,6,24,0,east,1
C003031,21,M,8,11.29,6,26,0,north,0
C003032,67,M,9,35.4,7,18,1,north,0
C003033,41,F,14,37.45,11,21,0,north,0
C003034,36,F,52,36.62,3,22,0,north,0
C003035,53,M,41,56.49,11,14,0,south,0
C003036,77,F,2,6.43,10,25,1,north,0
C003037,56,M,3,15.25,9,19,0,north,0
C003038,27,M,8,28.79,6,11,0,east,0
C003039,42,F,6,14.46,8,25,1,south,1
C003040,35,F,19,32.14,7,25,0,north,0
C003041,36,F,46,45.41,13,14,0,south,0
C003042,53,M,65,50.63,11,15,0,north,0
C003043,27,F,21,38.82,11,14,0,south,0
C003044,50,M,36,35.72,11,21,0,north,0
C003045,72,M,14,29.32,12,15,0,north,0
C003046,67,M,4,33.46,9,19,0,south,1
C003047,22,M,14,34.91,10,15,0,north,0
C003048,64,F,16,35.86,7,20,0,north,0
C003049,66,F,27,22.01,14,22,0,south,0
C003050,52,M,4,27.25,15,24,1,east,1
C003051,61,M,9,15.72,10,13,0,west,0
C003052,51,M,9,11.69,7,21,0,east,0
C003053,50,M,64,51.28,10,19,0,north,0
C003054,72,F,11,16.46,16,21,1,south,1
C003055,38,F,28,41.91,9,26,0,east,0
C003056,34,M,27,41.65,8,23,0,south,0
C003057,39,M,6,3.97,13,17,0,east,1
C003058,65,F,16,19.72,14,20,0,west,0
C003059,54,F,44,27.4,9,17,0,north,0
C003060,32,M,12,21.37,5,23,0,south,0
C003061,52,M,58,53.55,9,27,0,north,0
C003062,45,F,4,19.58,8,16,1,north,1
C003063,24,M,1,14.6,10,27,0,west,0
C003064,49,M,44,55.0,12,17,0,west,0
C003065,28,F,37,15.45,11,17,1,north,1
C003066,27,F,98,81.37,9,26,0,south,0
C003067,26,F,22,25.56,12,22,0,west,0
C003068,31,F,55,46.72,7,20,0,west,0
C003069,30,F,35,32.23,10,30,0,west,0
C003070,78,M,37,53.93,10,17,0,east,0
C003071,74,M,16,15.69,9,20,1,west,1
C003072,79,M,9,24.62,8,22,0,north,0
C003073,42,M,54,52.27,11,17,0,south,0
C003074,19,F,11,9.39,12,22,0,east,1
C003075,52,F,15,18.3,13,23,0,west,0
C003076,24,F,11,24.02,10,26,0,north,0
